TaxiPassangerPredictionExperiment637841874184042272.txt
******Sequence Starting*****
cycle : 0 	 Accuracy :8.333333333333332 	 
Cycle : 20 	  Accuracy:100 	 Number of times repeated 10
Cycle : 21 	  Accuracy:100 	 Number of times repeated 11
Cycle : 22 	  Accuracy:100 	 Number of times repeated 12
Cycle : 23 	  Accuracy:100 	 Number of times repeated 13
Cycle : 24 	  Accuracy:100 	 Number of times repeated 14
Cycle : 25 	  Accuracy:100 	 Number of times repeated 15
Cycle : 26 	  Accuracy:100 	 Number of times repeated 16
Cycle : 27 	  Accuracy:100 	 Number of times repeated 17
Cycle : 28 	  Accuracy:100 	 Number of times repeated 18
Cycle : 29 	  Accuracy:100 	 Number of times repeated 19
Cycle : 30 	  Accuracy:100 	 Number of times repeated 20
Cycle : 31 	  Accuracy:100 	 Number of times repeated 21
Cycle : 32 	  Accuracy:100 	 Number of times repeated 22
Cycle : 33 	  Accuracy:100 	 Number of times repeated 23
Cycle : 34 	  Accuracy:100 	 Number of times repeated 24
Cycle : 35 	  Accuracy:100 	 Number of times repeated 25
Cycle : 36 	  Accuracy:100 	 Number of times repeated 26
Cycle : 37 	  Accuracy:100 	 Number of times repeated 27
Cycle : 38 	  Accuracy:100 	 Number of times repeated 28
Cycle : 39 	  Accuracy:100 	 Number of times repeated 29
Cycle : 40 	  Accuracy:100 	 Number of times repeated 30
****Sequence Ending*****
******Sequence Starting*****
cycle : 0 	 Accuracy :8.333333333333332 	 
cycle : 1 	 Accuracy :25 	 
cycle : 2 	 Accuracy :33.33333333333333 	 
Cycle: 3 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 1
cycle : 4 	 Accuracy :37.5 	 
Cycle: 5 	 Saturated Accuracy : 37.5 	 Number of times repeated 1
Cycle: 6 	 Saturated Accuracy : 37.5 	 Number of times repeated 2
Cycle: 7 	 Saturated Accuracy : 37.5 	 Number of times repeated 3
Cycle: 8 	 Saturated Accuracy : 37.5 	 Number of times repeated 4
Cycle: 9 	 Saturated Accuracy : 37.5 	 Number of times repeated 5
Cycle: 10 	 Saturated Accuracy : 37.5 	 Number of times repeated 6
Cycle: 11 	 Saturated Accuracy : 37.5 	 Number of times repeated 7
Cycle: 12 	 Saturated Accuracy : 37.5 	 Number of times repeated 8
Cycle: 13 	 Saturated Accuracy : 37.5 	 Number of times repeated 9
Cycle: 14 	 Saturated Accuracy : 37.5 	 Number of times repeated 10
Cycle: 15 	 Saturated Accuracy : 37.5 	 Number of times repeated 11
Cycle: 16 	 Saturated Accuracy : 37.5 	 Number of times repeated 12
Cycle: 17 	 Saturated Accuracy : 37.5 	 Number of times repeated 13
Cycle: 18 	 Saturated Accuracy : 37.5 	 Number of times repeated 14
Cycle: 19 	 Saturated Accuracy : 37.5 	 Number of times repeated 15
Cycle: 20 	 Saturated Accuracy : 37.5 	 Number of times repeated 16
Cycle: 21 	 Saturated Accuracy : 37.5 	 Number of times repeated 17
Cycle: 22 	 Saturated Accuracy : 37.5 	 Number of times repeated 18
Cycle: 23 	 Saturated Accuracy : 37.5 	 Number of times repeated 19
Cycle: 24 	 Saturated Accuracy : 37.5 	 Number of times repeated 20
Cycle: 25 	 Saturated Accuracy : 37.5 	 Number of times repeated 21
Cycle: 26 	 Saturated Accuracy : 37.5 	 Number of times repeated 22
Cycle: 27 	 Saturated Accuracy : 37.5 	 Number of times repeated 23
Cycle: 28 	 Saturated Accuracy : 37.5 	 Number of times repeated 24
Cycle: 29 	 Saturated Accuracy : 37.5 	 Number of times repeated 25
Cycle: 30 	 Saturated Accuracy : 37.5 	 Number of times repeated 26
Cycle: 31 	 Saturated Accuracy : 37.5 	 Number of times repeated 27
Cycle: 32 	 Saturated Accuracy : 37.5 	 Number of times repeated 28
Cycle: 33 	 Saturated Accuracy : 37.5 	 Number of times repeated 29
Cycle: 34 	 Saturated Accuracy : 37.5 	 Number of times repeated 30
Cycle: 35 	 Saturated Accuracy : 37.5 	 Number of times repeated 31
Cycle: 36 	 Saturated Accuracy : 37.5 	 Number of times repeated 32
Cycle: 37 	 Saturated Accuracy : 37.5 	 Number of times repeated 33
Cycle: 38 	 Saturated Accuracy : 37.5 	 Number of times repeated 34
Cycle: 39 	 Saturated Accuracy : 37.5 	 Number of times repeated 35
Cycle: 40 	 Saturated Accuracy : 37.5 	 Number of times repeated 36
Cycle: 41 	 Saturated Accuracy : 37.5 	 Number of times repeated 37
Cycle: 42 	 Saturated Accuracy : 37.5 	 Number of times repeated 38
Cycle: 43 	 Saturated Accuracy : 37.5 	 Number of times repeated 39
Cycle: 44 	 Saturated Accuracy : 37.5 	 Number of times repeated 40
Cycle: 45 	 Saturated Accuracy : 37.5 	 Number of times repeated 41
Cycle: 46 	 Saturated Accuracy : 37.5 	 Number of times repeated 42
Cycle: 47 	 Saturated Accuracy : 37.5 	 Number of times repeated 43
Cycle: 48 	 Saturated Accuracy : 37.5 	 Number of times repeated 44
Cycle: 49 	 Saturated Accuracy : 37.5 	 Number of times repeated 45
****Sequence Ending*****
******Sequence Starting*****
cycle : 0 	 Accuracy :8.333333333333332 	 
cycle : 1 	 Accuracy :29.166666666666668 	 
Cycle: 2 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 1
cycle : 3 	 Accuracy :20.833333333333336 	 
Cycle: 4 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 1
Cycle: 5 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 2
Cycle: 6 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 3
Cycle: 7 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 4
Cycle: 8 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 5
Cycle: 9 	 Saturated Accuracy : 20.833333333333336 	 Number of times repeated 6
cycle : 10 	 Accuracy :25 	 
Cycle: 11 	 Saturated Accuracy : 25 	 Number of times repeated 1
cycle : 12 	 Accuracy :33.33333333333333 	 
Cycle: 13 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 1
Cycle: 14 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 2
Cycle: 15 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 3
Cycle: 16 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 4
Cycle: 17 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 5
Cycle: 18 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 6
Cycle: 19 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 7
Cycle: 20 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 8
Cycle: 21 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 9
Cycle: 22 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 10
Cycle: 23 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 11
Cycle: 24 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 12
Cycle: 25 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 13
cycle : 26 	 Accuracy :29.166666666666668 	 
Cycle: 27 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 1
Cycle: 28 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 2
Cycle: 29 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 3
Cycle: 30 	 Saturated Accuracy : 29.166666666666668 	 Number of times repeated 4
cycle : 31 	 Accuracy :33.33333333333333 	 
Cycle: 32 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 1
Cycle: 33 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 2
Cycle: 34 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 3
Cycle: 35 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 4
Cycle: 36 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 5
Cycle: 37 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 6
Cycle: 38 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 7
Cycle: 39 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 8
Cycle: 40 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 9
Cycle: 41 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 10
Cycle: 42 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 11
Cycle: 43 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 12
Cycle: 44 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 13
Cycle: 45 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 14
Cycle: 46 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 15
Cycle: 47 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 16
Cycle: 48 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 17
Cycle: 49 	 Saturated Accuracy : 33.33333333333333 	 Number of times repeated 18
****Sequence Ending*****
******Sequence Starting*****
cycle : 0 	 Accuracy :0 	 
cycle : 1 	 Accuracy :16.666666666666664 	 
Cycle: 2 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 1
Cycle: 3 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 2
Cycle: 4 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 3
Cycle: 5 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 4
Cycle: 6 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 5
Cycle: 7 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 6
Cycle: 8 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 7
Cycle: 9 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 8
Cycle: 10 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 9
Cycle: 11 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 10
Cycle: 12 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 11
Cycle: 13 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 12
Cycle: 14 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 13
Cycle: 15 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 14
Cycle: 16 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 15
cycle : 17 	 Accuracy :12.5 	 
Cycle: 18 	 Saturated Accuracy : 12.5 	 Number of times repeated 1
Cycle: 19 	 Saturated Accuracy : 12.5 	 Number of times repeated 2
Cycle: 20 	 Saturated Accuracy : 12.5 	 Number of times repeated 3
Cycle: 21 	 Saturated Accuracy : 12.5 	 Number of times repeated 4
Cycle: 22 	 Saturated Accuracy : 12.5 	 Number of times repeated 5
Cycle: 23 	 Saturated Accuracy : 12.5 	 Number of times repeated 6
Cycle: 24 	 Saturated Accuracy : 12.5 	 Number of times repeated 7
Cycle: 25 	 Saturated Accuracy : 12.5 	 Number of times repeated 8
Cycle: 26 	 Saturated Accuracy : 12.5 	 Number of times repeated 9
Cycle: 27 	 Saturated Accuracy : 12.5 	 Number of times repeated 10
Cycle: 28 	 Saturated Accuracy : 12.5 	 Number of times repeated 11
cycle : 29 	 Accuracy :16.666666666666664 	 
Cycle: 30 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 1
Cycle: 31 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 2
Cycle: 32 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 3
Cycle: 33 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 4
Cycle: 34 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 5
Cycle: 35 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 6
Cycle: 36 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 7
Cycle: 37 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 8
Cycle: 38 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 9
Cycle: 39 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 10
Cycle: 40 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 11
Cycle: 41 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 12
Cycle: 42 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 13
Cycle: 43 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 14
Cycle: 44 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 15
Cycle: 45 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 16
Cycle: 46 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 17
Cycle: 47 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 18
Cycle: 48 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 19
Cycle: 49 	 Saturated Accuracy : 16.666666666666664 	 Number of times repeated 20
****Sequence Ending*****
******Sequence Starting*****
cycle : 0 	 Accuracy :4.166666666666666 	 
cycle : 1 	 Accuracy :25 	 
Cycle: 2 	 Saturated Accuracy : 25 	 Number of times repeated 1
Cycle: 3 	 Saturated Accuracy : 25 	 Number of times repeated 2
Cycle: 4 	 Saturated Accuracy : 25 	 Number of times repeated 3
Cycle: 5 	 Saturated Accuracy : 25 	 Number of times repeated 4
Cycle: 6 	 Saturated Accuracy : 25 	 Number of times repeated 5
Cycle: 7 	 Saturated Accuracy : 25 	 Number of times repeated 6
Cycle: 8 	 Saturated Accuracy : 25 	 Number of times repeated 7
Cycle: 9 	 Saturated Accuracy : 25 	 Number of times repeated 8
Cycle: 10 	 Saturated Accuracy : 25 	 Number of times repeated 9
Cycle: 11 	 Saturated Accuracy : 25 	 Number of times repeated 10
Cycle: 12 	 Saturated Accuracy : 25 	 Number of times repeated 11
Cycle: 13 	 Saturated Accuracy : 25 	 Number of times repeated 12
Cycle: 14 	 Saturated Accuracy : 25 	 Number of times repeated 13
Cycle: 15 	 Saturated Accuracy : 25 	 Number of times repeated 14
Cycle: 16 	 Saturated Accuracy : 25 	 Number of times repeated 15
Cycle: 17 	 Saturated Accuracy : 25 	 Number of times repeated 16
Cycle: 18 	 Saturated Accuracy : 25 	 Number of times repeated 17
Cycle: 19 	 Saturated Accuracy : 25 	 Number of times repeated 18
Cycle: 20 	 Saturated Accuracy : 25 	 Number of times repeated 19
Cycle: 21 	 Saturated Accuracy : 25 	 Number of times repeated 20
Cycle: 22 	 Saturated Accuracy : 25 	 Number of times repeated 21
Cycle: 23 	 Saturated Accuracy : 25 	 Number of times repeated 22
Cycle: 24 	 Saturated Accuracy : 25 	 Number of times repeated 23
Cycle: 25 	 Saturated Accuracy : 25 	 Number of times repeated 24
Cycle: 26 	 Saturated Accuracy : 25 	 Number of times repeated 25
Cycle: 27 	 Saturated Accuracy : 25 	 Number of times repeated 26
Cycle: 28 	 Saturated Accuracy : 25 	 Number of times repeated 27
Cycle: 29 	 Saturated Accuracy : 25 	 Number of times repeated 28
Cycle: 30 	 Saturated Accuracy : 25 	 Number of times repeated 29
Cycle: 31 	 Saturated Accuracy : 25 	 Number of times repeated 30
Cycle: 32 	 Saturated Accuracy : 25 	 Number of times repeated 31
Cycle: 33 	 Saturated Accuracy : 25 	 Number of times repeated 32
Cycle: 34 	 Saturated Accuracy : 25 	 Number of times repeated 33
Cycle: 35 	 Saturated Accuracy : 25 	 Number of times repeated 34
Cycle: 36 	 Saturated Accuracy : 25 	 Number of times repeated 35
Cycle: 37 	 Saturated Accuracy : 25 	 Number of times repeated 36
Cycle: 38 	 Saturated Accuracy : 25 	 Number of times repeated 37
Cycle: 39 	 Saturated Accuracy : 25 	 Number of times repeated 38
Cycle: 40 	 Saturated Accuracy : 25 	 Number of times repeated 39
Cycle: 41 	 Saturated Accuracy : 25 	 Number of times repeated 40
Cycle: 42 	 Saturated Accuracy : 25 	 Number of times repeated 41
Cycle: 43 	 Saturated Accuracy : 25 	 Number of times repeated 42
Cycle: 44 	 Saturated Accuracy : 25 	 Number of times repeated 43
Cycle: 45 	 Saturated Accuracy : 25 	 Number of times repeated 44
Cycle: 46 	 Saturated Accuracy : 25 	 Number of times repeated 45
Cycle: 47 	 Saturated Accuracy : 25 	 Number of times repeated 46
Cycle: 48 	 Saturated Accuracy : 25 	 Number of times repeated 47
Cycle: 49 	 Saturated Accuracy : 25 	 Number of times repeated 48
****Sequence Ending*****
